client_id,churn_flag,age,gender,dependents,education,marital,income,card_type,tenure_months,relationships,inactive_months,contact_count,limit,revolving_bal,open_to_buy,amt_chg_q4_q1,trans_amt,trans_ct,ct_chg_q4_q1,util_ratio,trans_amt_per_month,trans_ct_per_month,avg_trans_amt,balance_to_limit_ratio,credit_usage_efficiency,credit_growth_rate,predicted_churn_probability,predicted_churn_class,is_currently_at_risk,churn_risk_level
708790833,False,42,M,5,Uneducated,Unknown,$120K +,Blue,31,5,3,2,6748.0,1467,5281.0,0.831,1201,42,0.68,0.217,38.74193548387097,1.3548387096774193,28.595238095238095,0.21739774748073504,0.782602252519265,5607.588,0.009241788802303169,False,False,Low Risk
710821833,False,65,M,1,Unknown,Married,$40K - $60K,Blue,54,6,2,3,9095.0,1587,7508.0,1.433,1314,26,1.364,0.174,24.333333333333332,0.48148148148148145,50.53846153846154,0.17449147883452445,0.8255085211654756,13033.135,0.0030507970563698316,False,False,Low Risk
710599683,False,56,M,1,College,Single,$80K - $120K,Blue,36,3,6,0,11751.0,0,11751.0,3.397,1539,17,3.25,0.0,42.75,0.4722222222222222,90.52941176470588,0.0,1.0,39918.147,0.057307291969563,False,False,Low Risk
816082233,False,35,M,3,Graduate,Unknown,$60K - $80K,Blue,30,5,1,3,8547.0,1666,6881.0,1.163,1311,33,2.0,0.195,43.7,1.1,39.72727272727273,0.19492219492219492,0.8050778050778051,9940.161,0.0014433951562842814,False,False,Low Risk
712396908,False,57,F,2,Graduate,Married,Less than $40K,Blue,48,5,2,2,2436.0,680,1756.0,1.19,1570,29,0.611,0.279,32.708333333333336,0.6041666666666666,54.13793103448276,0.2791461412151067,0.7208538587848933,2898.8399999999997,0.005529299688356488,False,False,Low Risk
714885258,False,44,M,4,Unknown,Unknown,$80K - $120K,Blue,37,5,1,2,4234.0,972,3262.0,1.707,1348,27,1.7,0.23,36.432432432432435,0.7297297297297297,49.925925925925924,0.2295701464336325,0.7704298535663675,7227.438,0.001480694519182506,False,False,Low Risk
709967358,False,48,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,30367.0,2362,28005.0,1.708,1671,27,0.929,0.078,46.416666666666664,0.75,61.888888888888886,0.07778180261468041,0.9222181973853196,51866.835999999996,0.005879127213475437,False,False,Low Risk
753327333,False,41,M,3,Unknown,Married,$80K - $120K,Blue,34,4,4,1,13535.0,1291,12244.0,0.653,1028,21,1.625,0.095,30.235294117647058,0.6176470588235294,48.95238095238095,0.095382342076099,0.904617657923901,8838.355,0.03256194379308306,False,False,Low Risk
806160108,False,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3193.0,2517,676.0,1.831,1336,30,1.143,0.788,23.857142857142858,0.5357142857142857,44.53333333333333,0.7882868775446289,0.21171312245537113,5846.383,0.0861883424315506,False,False,Low Risk
709327383,False,45,F,2,Graduate,Married,Unknown,Blue,37,6,1,2,14470.0,1157,13313.0,0.966,1207,21,0.909,0.08,32.62162162162162,0.5675675675675675,57.476190476190474,0.07995853489979267,0.9200414651002073,13978.02,0.0026939515543226255,False,False,Low Risk
806165208,False,47,M,1,Doctorate,Divorced,$60K - $80K,Blue,42,5,2,0,20979.0,1800,19179.0,0.906,1178,27,0.929,0.086,28.047619047619047,0.6428571428571429,43.629629629629626,0.0858000858000858,0.9141999141999142,19006.974000000002,0.004078378592988616,False,False,Low Risk
708508758,True,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1438.3,0,1438.3,1.047,692,16,0.6,0.0,14.122448979591837,0.32653061224489793,43.25,0.0,1.0,1505.9000999999998,0.9920584656373002,True,False,Churned
784725333,False,41,M,3,High School,Married,$40K - $60K,Blue,33,4,2,1,4470.0,680,3790.0,1.608,931,18,1.571,0.152,28.21212121212121,0.5454545454545454,51.72222222222222,0.15212527964205816,0.8478747203579419,7187.76,0.0823180221040149,False,False,Low Risk
811604133,False,47,F,4,Unknown,Single,Less than $40K,Blue,36,3,3,2,2492.0,1560,932.0,0.573,1126,23,0.353,0.626,31.27777777777778,0.6388888888888888,48.95652173913044,0.6260032102728732,0.3739967897271268,1427.916,0.07002025254292746,False,False,Low Risk
789124683,False,54,M,2,Unknown,Married,$80K - $120K,Blue,42,4,2,3,12217.0,0,12217.0,1.075,1110,21,0.75,0.0,26.428571428571427,0.5,52.857142857142854,0.0,1.0,13133.275,0.08227511589849515,False,False,Low Risk
771071958,False,41,F,3,Graduate,Single,Less than $40K,Blue,28,6,1,2,7768.0,1669,6099.0,0.797,1051,22,0.833,0.215,37.535714285714285,0.7857142857142857,47.77272727272727,0.21485581874356333,0.7851441812564367,6191.0960000000005,0.012596421801378932,False,False,Low Risk
720466383,False,59,M,1,High School,Unknown,$40K - $60K,Blue,46,4,1,2,14784.0,1374,13410.0,0.921,1197,23,1.3,0.093,26.02173913043478,0.5,52.04347826086956,0.0929383116883117,0.9070616883116883,13616.064,0.0023534009917955956,False,False,Low Risk
804424383,False,63,M,1,Unknown,Married,$60K - $80K,Blue,56,3,3,2,10215.0,1010,9205.0,0.843,1904,40,1.0,0.099,34.0,0.7142857142857143,47.6,0.09887420460107685,0.9011257953989231,8611.244999999999,0.024266349530213414,False,False,Low Risk
718813833,False,44,F,3,Uneducated,Single,Unknown,Blue,34,5,2,2,10100.0,0,10100.0,0.525,1052,18,1.571,0.0,30.941176470588236,0.5294117647058824,58.44444444444444,0.0,1.0,5302.5,0.14298109108867826,False,False,Medium Risk
806624208,False,47,M,4,High School,Married,$40K - $60K,Blue,42,6,0,0,4785.0,1362,3423.0,0.739,1045,38,0.9,0.285,24.88095238095238,0.9047619047619048,27.5,0.2846394984326019,0.7153605015673982,3536.115,0.02097747052693265,False,False,Low Risk
778348233,False,53,M,3,Unknown,Married,$80K - $120K,Blue,33,3,2,3,2753.0,1811,942.0,0.977,1038,25,2.571,0.658,31.454545454545453,0.7575757575757576,41.52,0.6578278241917908,0.34217217580820924,2689.681,0.06499829280701791,False,False,Low Risk
712991808,False,53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,5,1,2451.0,1690,761.0,1.323,1596,26,1.6,0.69,33.25,0.5416666666666666,61.38461538461539,0.689514483884129,0.31048551611587105,3242.673,0.024127672214634733,False,False,Low Risk
709029408,False,41,M,4,Graduate,Married,$60K - $80K,Blue,36,4,1,2,8923.0,2517,6406.0,1.726,1589,24,1.667,0.282,44.138888888888886,0.6666666666666666,66.20833333333333,0.2820800179311891,0.7179199820688109,15401.098,0.003385782352589057,False,False,Low Risk
788658483,False,53,F,2,College,Married,Less than $40K,Blue,38,5,2,3,2650.0,1490,1160.0,1.75,1411,28,1.0,0.562,37.13157894736842,0.7368421052631579,50.392857142857146,0.5622641509433962,0.4377358490566038,4637.5,0.004033229684059982,False,False,Low Risk
787937058,False,58,M,0,Graduate,Married,$80K - $120K,Blue,49,6,2,2,12555.0,1696,10859.0,0.519,1291,24,0.714,0.135,26.346938775510203,0.4897959183673469,53.791666666666664,0.13508562325766627,0.8649143767423337,6516.045,0.0070477907192728045,False,False,Low Risk
715318008,False,55,F,1,College,Single,Less than $40K,Blue,36,4,2,1,3520.0,1914,1606.0,0.51,1407,43,0.483,0.544,39.083333333333336,1.1944444444444444,32.72093023255814,0.54375,0.45625,1795.2,0.027175259618313033,False,False,Low Risk
713962233,False,55,F,3,Graduate,Married,Less than $40K,Blue,36,6,2,3,3035.0,2298,737.0,1.724,1877,37,1.176,0.757,52.138888888888886,1.0277777777777777,50.729729729729726,0.757166392092257,0.242833607907743,5232.34,0.01247948232887242,False,False,Low Risk
785432733,False,42,F,4,High School,Married,Less than $40K,Gold,36,2,3,3,15433.0,0,15433.0,0.865,966,22,1.2,0.0,26.833333333333332,0.6111111111111112,43.90909090909091,0.0,1.0,13349.545,0.9412431080562556,True,True,High Risk
715190283,False,57,F,1,Graduate,Unknown,$40K - $60K,Blue,49,3,3,2,3672.0,886,2786.0,1.32,1464,28,0.556,0.241,29.877551020408163,0.5714285714285714,52.285714285714285,0.24128540305010893,0.7587145969498911,4847.04,0.02141647690291608,False,False,Low Risk
708300483,True,66,F,0,Doctorate,Married,Unknown,Blue,56,5,4,3,7882.0,605,7277.0,1.052,704,16,0.143,0.077,12.571428571428571,0.2857142857142857,44.0,0.07675716823141335,0.9232428317685867,8291.864,0.9570018794812051,True,False,Churned
827111283,False,45,M,3,Graduate,Single,$80K - $120K,Blue,41,2,2,2,32426.0,578,31848.0,1.042,1109,28,0.474,0.018,27.048780487804876,0.6829268292682927,39.607142857142854,0.017825201998396347,0.9821747980016037,33787.892,0.8204391767831738,True,True,High Risk
758551608,False,51,M,2,Unknown,Married,$40K - $60K,Blue,44,4,1,0,6205.0,2204,4001.0,0.803,1347,28,0.556,0.355,30.613636363636363,0.6363636363636364,48.107142857142854,0.35519742143432714,0.6448025785656728,4982.615000000001,0.003435669570119469,False,False,Low Risk
773146383,False,50,F,1,College,Single,$40K - $60K,Silver,43,3,2,3,17304.0,2517,14787.0,1.449,1756,33,1.2,0.145,40.83720930232558,0.7674418604651163,53.21212121212121,0.14545769764216365,0.8545423023578363,25073.496000000003,0.034208821576761854,False,False,Low Risk
778493808,False,49,M,3,High School,Married,$60K - $80K,Blue,37,5,2,1,3906.0,0,3906.0,1.214,1756,32,1.0,0.0,47.45945945945946,0.8648648648648649,54.875,0.0,1.0,4741.884,0.04001734854150971,False,False,Low Risk
720572508,False,38,F,4,Graduate,Single,Unknown,Blue,28,2,3,3,9830.0,2055,7775.0,0.977,1042,23,0.917,0.209,37.214285714285715,0.8214285714285714,45.30434782608695,0.20905391658189218,0.7909460834181078,9603.91,0.5550093070787888,True,True,High Risk
712661433,False,49,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,2,3,34516.0,0,34516.0,1.621,1444,28,1.333,0.0,48.13333333333333,0.9333333333333333,51.57142857142857,0.0,1.0,55950.436,0.05082388565207802,False,False,Low Risk
789172683,False,56,M,2,Doctorate,Married,$60K - $80K,Blue,45,6,2,0,2283.0,1430,853.0,2.316,1741,27,0.588,0.626,38.68888888888889,0.6,64.48148148148148,0.6263688129653964,0.3736311870346036,5287.428,0.004982469543419376,False,False,Low Risk
738406533,False,59,M,1,Doctorate,Married,$40K - $60K,Blue,52,3,2,2,2548.0,2020,528.0,2.357,1719,27,1.7,0.793,33.05769230769231,0.5192307692307693,63.666666666666664,0.792778649921507,0.20722135007849293,6005.636,0.0046822356430419685,False,False,Low Risk
799723908,False,46,M,3,High School,Married,$80K - $120K,Blue,40,4,3,3,19458.0,1435,18023.0,0.787,1217,27,0.8,0.074,30.425,0.675,45.074074074074076,0.07374858669955803,0.926251413300442,15313.446,0.011362742605052037,False,False,Low Risk
771490833,False,52,M,1,College,Single,$80K - $120K,Blue,40,5,1,1,4745.0,1227,3518.0,0.624,1140,40,0.6,0.259,28.5,1.0,28.5,0.2585879873551106,0.7414120126448893,2960.88,0.0058687803056090265,False,False,Low Risk
720756708,False,52,F,3,Unknown,Married,Less than $40K,Blue,41,6,3,2,2622.0,1549,1073.0,1.321,1878,30,1.143,0.591,45.80487804878049,0.7317073170731707,62.6,0.5907704042715485,0.4092295957284516,3463.662,0.009304773782977506,False,False,Low Risk
779471883,True,54,F,1,Graduate,Married,Less than $40K,Blue,40,2,3,1,1438.3,808,630.3,0.997,705,19,0.9,0.562,17.625,0.475,37.10526315789474,0.561774316901898,0.4382256830981019,1433.9850999999999,0.9851945559526228,True,False,Churned
711525033,False,66,F,0,High School,Married,Less than $40K,Blue,54,3,4,2,3171.0,2179,992.0,1.224,1946,38,1.923,0.687,36.03703703703704,0.7037037037037037,51.21052631578947,0.6871649321980448,0.31283506780195525,3881.304,0.01326764284076012,False,False,Low Risk
712813458,False,49,M,2,Unknown,Married,$120K +,Blue,36,4,2,0,19763.0,2517,17246.0,0.664,1414,35,0.25,0.127,39.27777777777778,0.9722222222222222,40.4,0.12735920659818853,0.8726407934018114,13122.632000000001,0.08338311818776718,False,False,Low Risk
714374133,True,56,M,2,Graduate,Married,$120K +,Blue,36,1,3,3,15769.0,0,15769.0,1.041,602,15,0.364,0.0,16.72222222222222,0.4166666666666667,40.13333333333333,0.0,1.0,16415.529,0.9947484554217697,True,False,Churned
717891558,False,49,F,4,Graduate,Unknown,Less than $40K,Blue,36,6,4,2,3298.0,2200,1098.0,0.678,1052,32,0.6,0.667,29.22222222222222,0.8888888888888888,32.875,0.667070952092177,0.3329290479078229,2236.0440000000003,0.05586763464296037,False,False,Low Risk
716632758,False,49,F,3,Graduate,Single,Less than $40K,Blue,36,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843,35.97222222222222,1.1111111111111112,32.375,0.8433261955745895,0.15667380442541043,2101.5,0.1554011248214557,False,False,Medium Risk
768563658,False,56,M,2,Uneducated,Married,$40K - $60K,Blue,50,4,2,3,4458.0,1880,2578.0,1.107,1424,29,1.417,0.422,28.48,0.58,49.10344827586207,0.4217137729923733,0.5782862270076268,4935.006,0.0030507970563698316,False,False,Low Risk
711427458,False,44,F,5,Graduate,Married,Unknown,Blue,35,4,1,2,6273.0,978,5295.0,2.275,1359,25,1.083,0.156,38.82857142857143,0.7142857142857143,54.36,0.1559062649450024,0.8440937350549976,14271.074999999999,0.001566767329685945,False,False,Low Risk
714091983,False,42,M,2,High School,Single,$60K - $80K,Blue,34,4,4,3,3336.0,1753,1583.0,0.69,1168,27,1.25,0.525,34.35294117647059,0.7941176470588235,43.25925925925926,0.5254796163069544,0.47452038369304556,2301.8399999999997,0.019190286508711303,False,False,Low Risk
787584108,False,55,M,3,Unknown,Married,$80K - $120K,Blue,47,4,2,3,3436.0,2016,1420.0,0.901,1097,33,0.833,0.587,23.340425531914892,0.7021276595744681,33.24242424242424,0.5867287543655413,0.41327124563445866,3095.8360000000002,0.06756837324035643,False,False,Low Risk
712030833,True,48,M,2,Graduate,Married,$60K - $80K,Silver,35,2,4,4,34516.0,0,34516.0,0.763,691,15,0.5,0.0,19.742857142857144,0.42857142857142855,46.06666666666667,0.0,1.0,26335.708,0.99365447186252,True,False,Churned
711481533,False,39,M,1,High School,Divorced,$60K - $80K,Blue,33,5,3,3,5926.0,1251,4675.0,0.944,1316,28,1.154,0.211,39.878787878787875,0.8484848484848485,47.0,0.21110361120485993,0.78889638879514,5594.143999999999,0.009080748564653976,False,False,Low Risk
710082708,False,44,M,4,Post-Graduate,Single,$120K +,Blue,32,2,4,2,23957.0,2102,21855.0,0.997,1276,26,0.733,0.088,39.875,0.8125,49.07692307692308,0.08774053512543306,0.9122594648745669,23885.129,0.20431338507570984,False,False,Medium Risk
708155733,False,53,M,2,High School,Single,$120K +,Blue,44,4,2,2,14734.0,1634,13100.0,0.989,1289,23,0.917,0.111,29.295454545454547,0.5227272727272727,56.04347826086956,0.11089995927786073,0.8891000407221392,14571.926,0.005471517290569512,False,False,Low Risk
788979258,False,51,M,4,Uneducated,Single,$80K - $120K,Silver,38,4,1,4,34516.0,1515,33001.0,0.592,1293,32,0.6,0.044,34.026315789473685,0.8421052631578947,40.40625,0.043892687449298876,0.9561073125507011,20433.471999999998,0.006508911828368957,False,False,Low Risk
807986133,False,57,M,2,College,Married,$60K - $80K,Blue,52,5,3,3,6584.0,1817,4767.0,0.62,1353,35,0.667,0.276,26.01923076923077,0.6730769230769231,38.65714285714286,0.27597205346294046,0.7240279465370595,4082.08,0.015545689236198609,False,False,Low Risk
788730933,False,44,F,2,Uneducated,Single,Less than $40K,Blue,20,6,3,3,2084.0,1468,616.0,1.004,1132,28,0.556,0.704,56.6,1.4,40.42857142857143,0.7044145873320538,0.29558541266794625,2092.336,0.07584481293785508,False,False,Low Risk
711314058,False,49,M,2,Graduate,Married,$60K - $80K,Blue,32,2,2,2,1687.0,1107,580.0,1.715,1670,17,2.4,0.656,52.1875,0.53125,98.23529411764706,0.6561944279786603,0.34380557202133966,2893.205,0.0423486339131204,False,False,Low Risk
717975333,False,50,M,2,Doctorate,Married,$80K - $120K,Blue,38,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,22.026315789473685,0.39473684210526316,55.8,0.05256916996047431,0.9474308300395257,27121.600000000002,0.27054374406443604,False,False,Medium Risk
715971108,False,51,M,4,Graduate,Single,$120K +,Blue,42,3,2,3,34516.0,1763,32753.0,1.266,1550,41,1.05,0.051,36.904761904761905,0.9761904761904762,37.80487804878049,0.051077761038359024,0.948922238961641,43697.256,0.005296980281905833,False,False,Low Risk
720096558,False,55,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,3,2216.0,1034,1182.0,0.758,1540,36,0.286,0.467,36.666666666666664,0.8571428571428571,42.77777777777778,0.4666064981949459,0.5333935018050542,1679.728,0.06203233947127735,False,False,Low Risk
719580033,False,54,M,1,Graduate,Unknown,$60K - $80K,Blue,43,4,2,3,2910.0,2030,880.0,0.769,1256,21,0.4,0.698,29.209302325581394,0.4883720930232558,59.80952380952381,0.697594501718213,0.3024054982817869,2237.79,0.03872330263747546,False,False,Low Risk
820582308,False,42,M,5,Uneducated,Married,$80K - $120K,Blue,37,6,2,2,22913.0,1528,21385.0,0.414,1394,35,0.522,0.067,37.67567567567568,0.9459459459459459,39.82857142857143,0.06668703356173351,0.9333129664382664,9485.982,0.020741454769520485,False,False,Low Risk
789973308,False,44,M,1,College,Single,$60K - $80K,Blue,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079,38.31428571428572,0.6857142857142857,55.875,0.07946692991115499,0.920533070088845,31897.344,0.006288500499959193,False,False,Low Risk
712876233,False,53,M,2,Graduate,Single,$80K - $120K,Blue,36,5,3,2,5272.0,1515,3757.0,0.857,1289,33,0.435,0.287,35.80555555555556,0.9166666666666666,39.06060606060606,0.28736722306525037,0.7126327769347496,4518.104,0.02708465876761512,False,False,Low Risk
804595158,False,44,F,4,Graduate,Single,Less than $40K,Blue,36,6,4,2,7000.0,2517,4483.0,0.475,1112,23,1.875,0.36,30.88888888888889,0.6388888888888888,48.34782608695652,0.3595714285714286,0.6404285714285715,3325.0,0.05798808859477708,False,False,Low Risk
714826758,False,37,F,3,Uneducated,Single,Less than $40K,Blue,29,4,4,2,7038.0,1801,5237.0,0.751,2339,57,0.966,0.256,80.65517241379311,1.9655172413793103,41.03508771929825,0.25589656152316,0.74410343847684,5285.538,0.03353992206524549,False,False,Low Risk
779058108,False,49,M,3,Graduate,Divorced,$60K - $80K,Blue,30,6,1,2,2536.0,1823,713.0,0.703,1468,23,0.353,0.719,48.93333333333333,0.7666666666666667,63.82608695652174,0.7188485804416404,0.2811514195583596,1782.808,0.015403155326293907,False,False,Low Risk
710790258,False,47,M,2,Graduate,Married,$80K - $120K,Blue,38,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,35.10526315789474,0.9210526315789473,38.114285714285714,0.06570024910047052,0.9342997508995294,24568.399999999998,0.02516670496319143,False,False,Low Risk
715623483,False,47,M,3,Graduate,Married,$60K - $80K,Blue,37,4,4,0,8567.0,1695,6872.0,1.242,1457,41,1.412,0.198,39.37837837837838,1.1081081081081081,35.53658536585366,0.19785222364888524,0.8021477763511148,10640.214,0.00199129115122071,False,False,Low Risk
715156383,False,44,M,1,Unknown,Unknown,$120K +,Blue,36,6,2,2,34516.0,1533,32983.0,0.924,1603,29,0.526,0.044,44.52777777777778,0.8055555555555556,55.275862068965516,0.04441418472592421,0.9555858152740758,31892.784000000003,0.016178815240233818,False,False,Low Risk
711013983,True,55,F,4,Unknown,Married,$40K - $60K,Blue,45,2,4,3,2158.0,0,2158.0,0.585,615,12,0.714,0.0,13.666666666666666,0.26666666666666666,51.25,0.0,1.0,1262.4299999999998,0.9894517157937616,True,False,Churned
755420433,False,59,F,1,Graduate,Married,Unknown,Blue,52,2,3,3,10133.0,1417,8716.0,0.383,1068,20,0.818,0.14,20.53846153846154,0.38461538461538464,53.4,0.13984012631994475,0.8601598736800553,3880.939,0.550207207185957,True,True,High Risk
794543958,False,53,M,1,Graduate,Divorced,$80K - $120K,Blue,35,5,4,2,34516.0,1219,33297.0,1.129,1590,27,2.0,0.035,45.42857142857143,0.7714285714285715,58.888888888888886,0.035316954455904506,0.9646830455440955,38968.564,0.0030901901950194073,False,False,Low Risk
716396358,False,52,M,2,Graduate,Married,$60K - $80K,Blue,47,5,3,0,3085.0,1910,1175.0,0.921,1531,35,0.667,0.619,32.57446808510638,0.7446808510638298,43.74285714285714,0.6191247974068071,0.38087520259319285,2841.2850000000003,0.006397650090974391,False,False,Low Risk
715398033,False,53,M,2,High School,Single,$120K +,Blue,35,4,2,1,19040.0,2056,16984.0,0.607,1212,31,0.722,0.108,34.628571428571426,0.8857142857142857,39.096774193548384,0.10798319327731093,0.8920168067226891,11557.279999999999,0.006719293737908062,False,False,Low Risk
711743883,False,43,F,3,Uneducated,Single,Less than $40K,Blue,35,5,2,3,4026.0,0,4026.0,0.483,1237,32,0.6,0.0,35.34285714285714,0.9142857142857143,38.65625,0.0,1.0,1944.558,0.19626667372662285,False,False,Medium Risk
719720058,False,44,M,3,High School,Single,$60K - $80K,Blue,31,4,3,1,12756.0,837,11919.0,1.932,1413,14,1.8,0.066,45.58064516129032,0.45161290322580644,100.92857142857143,0.06561618062088428,0.9343838193791157,24644.592,0.012800808381251624,False,False,Low Risk
778992108,False,57,M,2,Unknown,Married,$120K +,Blue,45,5,3,3,5266.0,0,5266.0,1.702,1516,29,1.636,0.0,33.68888888888889,0.6444444444444445,52.275862068965516,0.0,1.0,8962.732,0.027307522825635845,False,False,Low Risk
717539808,False,51,F,2,High School,Single,Less than $40K,Blue,36,3,2,2,9930.0,0,9930.0,0.731,1276,21,1.333,0.0,35.44444444444444,0.5833333333333334,60.76190476190476,0.0,1.0,7258.83,0.08248657267270848,False,False,Low Risk
714070758,False,49,M,4,High School,Single,$80K - $120K,Blue,38,4,3,0,31302.0,1953,29349.0,0.875,1564,35,2.182,0.062,41.1578947368421,0.9210526315789473,44.68571428571428,0.06239217941345601,0.937607820586544,27389.25,0.004477131352481386,False,False,Low Risk
714107958,False,45,M,1,Graduate,Single,$40K - $60K,Blue,36,4,4,3,6576.0,0,6576.0,0.579,1465,34,0.619,0.0,40.69444444444444,0.9444444444444444,43.088235294117645,0.0,1.0,3807.504,0.24897020509469903,False,False,Medium Risk
789140283,False,53,M,0,Graduate,Single,$80K - $120K,Blue,42,5,4,1,2664.0,2037,627.0,0.85,1286,29,0.933,0.765,30.61904761904762,0.6904761904761905,44.3448275862069,0.7646396396396397,0.23536036036036037,2264.4,0.009052852695836618,False,False,Low Risk
715550508,False,45,F,3,Unknown,Married,Unknown,Blue,28,5,1,2,2535.0,2440,95.0,1.705,1312,20,1.222,0.963,46.857142857142854,0.7142857142857143,65.6,0.9625246548323472,0.03747534516765286,4322.175,0.0028290598879630153,False,False,Low Risk
719712633,False,64,M,1,Graduate,Married,Less than $40K,Blue,52,6,4,3,1709.0,895,814.0,1.656,1673,32,0.882,0.524,32.17307692307692,0.6153846153846154,52.28125,0.5236980690462258,0.47630193095377416,2830.104,0.013343842598828553,False,False,Low Risk
772629333,False,45,M,3,Graduate,Married,$40K - $60K,Blue,35,5,4,2,3454.0,1200,2254.0,0.597,1313,30,0.304,0.347,37.51428571428571,0.8571428571428571,43.766666666666666,0.3474232773595831,0.6525767226404169,2062.038,0.03559141685190371,False,False,Low Risk
720336708,False,53,M,3,Doctorate,Married,$40K - $60K,Blue,35,5,3,2,3789.0,1706,2083.0,1.047,1609,42,0.68,0.45,45.97142857142857,1.2,38.30952380952381,0.4502507257851676,0.5497492742148324,3967.0829999999996,0.012142401206010971,False,False,Low Risk
802013583,False,56,M,3,College,Married,$120K +,Blue,50,3,2,0,9689.0,2250,7439.0,0.576,1158,19,0.727,0.232,23.16,0.38,60.94736842105263,0.23222210754463826,0.7677778924553618,5580.864,0.009542281939026696,False,False,Low Risk
711887583,True,47,M,2,Unknown,Married,$80K - $120K,Blue,37,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299,22.594594594594593,0.4864864864864865,46.44444444444444,0.29877041659020004,0.7012295834098,3792.504,0.9789942731436344,True,False,Churned
714778833,False,49,F,3,College,Single,Unknown,Blue,43,4,4,0,23032.0,1960,21072.0,0.619,1289,22,1.0,0.085,29.976744186046513,0.5116279069767442,58.59090909090909,0.08509899270580062,0.9149010072941993,14256.807999999999,0.008806324812729803,False,False,Low Risk
713843283,False,41,F,3,Unknown,Married,Unknown,Silver,34,5,3,3,34516.0,2053,32463.0,1.034,1487,26,0.733,0.059,43.73529411764706,0.7647058823529411,57.19230769230769,0.05947966160621161,0.9405203383937883,35689.544,0.019686100268279414,False,False,Low Risk
